Year,Season,blueTeamTag,bResult,redTeamTag,gamelength,game_id
2016,Spring,SKT,1,SSG,38,a6cab7be-41b2-4ef3-9bfa-ba1fa1e8fa0b
2016,Summer,CLG,1,NRG,44,41da87c7-00c4-438c-b344-885d8315255c
2016,Summer,TL,0,TSM,30,48cf5e1b-78ca-4a99-a1bb-6667512a0776
2015,Summer,TPA,0,M17,25,c401ba76-17bf-4b50-b2dc-d35787d711ce
2015,Spring,A,1,ZONE,42,e3236b61-4d5a-485a-bc84-cef9c39d0c81
2015,Spring,JAG,1,SSG,59,082dcccf-9ab9-4a35-8f77-e68ec11a0d93
2014,Summer,SHR,1,SK,34,e29729ab-bca3-497d-99db-e2afc26fcec3
2016,Summer,SUP,1,DP,43,6bbf0d80-3667-403f-874f-1539d61fb4c8
2015,Spring,SKT,1,SSG,26,5ef35c94-e20a-462b-925f-c9a9ca244c7a
2016,Summer,SSG,1,VEG,46,0f10b8d2-2b82-4635-9030-d96f2bf7b345
2016,Spring,TIP,0,FOX,33,118fc926-4e4d-4b71-a93a-8c76a2e70c3f
2015,Spring,BJK,1,ZONE,28,ef4b8e4c-7075-4ff1-8608-a469201be686
2016,Spring,H2K,1,VIT,38,54403742-f69a-4c05-949c-69ca2c1ef55b
2015,Spring,COW,1,MKZ,31,46525623-26fc-441a-8673-875f36948efd
2015,Spring,DIG,1,T8,39,86f8d2df-a005-4edc-845b-803520b55afb
2015,Spring,MIL,0,GIA,38,61d48e95-777a-4729-bb3a-1dbab64593b6
2015,Summer,ANC,0,Longzhu,44,0a019060-0aad-4f15-8dbb-404748191942
2016,Spring,ahq,1,CGE,37,75079d4f-838a-41d8-b3bd-f5746d1a16a2
2016,Spring,CRJ,0,DFM,31,500fb644-e664-4a91-bd02-217736ee05fc
2016,Summer,M17,0,ahq,28,8c3d66b6-97c3-4cf5-adb3-aa7872d2b45c
2016,Spring,ROX,1,KDM,48,68638169-f16d-4bae-89b2-523ac88c631f
2016,Spring,EMP,1,VEG,42,34d8f818-2076-4c49-81fc-b01fc074cf86
2015,Summer,SKT,1,NJF,38,db6d3d58-8239-446c-89bb-b1ffc698fc4a
2015,Spring,HWA,0,BJK,33,6f9a5b00-f5d9-48d9-9234-84c211f358da
2015,Summer,KOO,0,FW,38,7f141686-65b5-4812-af5f-6c8a234e024d
2016,Summer,APX,0,TL,37,07365acc-0063-4a45-bcfb-b56ab101956c
2016,Summer,MSE,0,XG,55,7f694d3e-d122-4862-ba1a-d62f63cbbab0
2015,Summer,HWA,1,NR1,29,c7de807b-1256-4714-8dd4-a5c7f150ba4c
2016,Summer,NV,0,APX,36,b4a563f9-b979-457b-a822-84539bdf94fa
2016,Spring,HKE,0,TPA,39,132e418a-86de-4339-ba21-f89c5ed238a9
2016,Summer,P1,1,NV,48,af29982d-defd-411e-9214-982d17d4c836
2016,Summer,JST,0,GMB,29,b99b86eb-0548-40f7-948b-0fb68b4e3349
2015,Summer,FW,1,OG,41,e8faa029-9211-49f2-82d8-68ff11d21784
2016,Summer,S04,0,GIA,31,c54c83af-2fe0-4a44-b8ee-ac6f7a4a8de5
2016,Summer,JTM,0,IMT,30,ba5371fd-c535-4f12-bbd0-6bdcd7b8d263
2016,Summer,S04,1,H2K,34,170b8d39-d253-417d-88f3-ea036c8b80b0
2015,Summer,KOO,0,NJE,39,11dadd20-f44b-40cc-979e-2b39868aa084
2016,Summer,LZ,0,SKT,43,67f8fdb2-6cce-4912-a7a2-92f6adc31dfd
2015,Spring,GET,1,IM,36,d3cae4b6-3c38-461c-8569-9da2e1c9f99a
2016,Summer,AE,0,TM,37,bbd6187d-ecf1-43a7-b321-ce3a64746b44
2015,Spring,T8,0,COL,45,d91199e5-f09b-42c8-a59c-fd2ab43f2f1f
2016,Summer,HLN,0,TM,31,77c35d3e-bec4-4066-8576-2b30b6741cd5
2014,Summer,AHQ,0,SSW,30,0380ae82-389e-496c-9a06-1f0c65623a9b
2015,Summer,CW,0,GIA,47,7c8a0773-5694-45b7-a09f-3a99b274f95d
2016,Summer,kt,1,SSG,38,d079a302-e218-495c-ae95-15b2f2150d0e
2016,Summer,ROC,1,VIT,33,81257929-ffcf-4881-8f8a-1a3f17bc81ba
2015,Spring,NJE,1,CJE,41,8bdff2b7-a684-4a91-b593-768d7e0f5a99
2015,Summer,ahq,1,LGS,28,2693fbf6-503c-4beb-b41f-dd0a459e204e
2015,Summer,Xenics,0,SSG,48,dec1dfef-5f6d-410c-931f-1ed321f8e93a
2016,Summer,GIA,0,UOL,37,500f627d-8043-4c96-b669-d98f122dbbfc
2016,Spring,ITZ,1,g3x,23,a6744a24-6a8a-4d18-a9b1-cd1da9f59b13
2015,Summer,NR1,0,HWA,39,3de6cc5f-6d40-42b5-8788-909e64247ae9
2016,Summer,SPY,1,ROC,42,71a18b00-f755-4d9e-bb18-243ba8a48069
2016,Summer,CLG,1,APX,32,5b369012-9e1e-4396-b16a-f2b9d6dd7184
2016,Spring,OG,0,RNG,31,35b99147-3f6d-4fc8-b42c-796eddba80f9
2016,Spring,REN,1,TL,62,d29d77b6-44c7-40f2-9192-f5be203fb53b
2015,Summer,EL,0,CW,26,c5599751-46ae-49cc-a42f-9f75819f8c21
2016,Summer,SUP,1,AUR,38,293f16d0-d76a-45a7-b1f0-35d47c18f99a
2016,Summer,LZ,1,SSG,38,9018d414-2eb8-4ffa-90e7-d240620f8512
2014,Summer,SHR,1,TSM,31,495f64e4-c9b7-455d-998e-e62647af56bb
2016,Spring,SKT,0,ROX,42,6f687732-42d6-4cc4-ae75-7519580fff8e
2016,Summer,SSG,1,JAG,39,d88a8019-2fd0-42e3-a1ea-24196766dac5
2016,Spring,JAG,0,SKT,46,327ef453-8beb-4450-97c8-cc7e0d3424e1
2015,Summer,TL,0,DIG,54,207ceca2-fce7-4ae1-b9a4-cb1066286807
2015,Spring,kt,1,JAG,34,638279a3-7d39-4b11-a3f9-e5f967535f0f
2015,Summer,CW,0,GMB,48,bbffd747-7359-47db-ab21-3fe9d3a022b8
2016,Spring,XG,0,TPA,38,a67d5501-afe2-4d5c-9c9d-32d9b9ffc5a8
2015,Spring,SSG,1,NJE,36,1954cf6b-d6ff-4cc5-bdab-a6f155a9be7f
2016,Summer,G2,1,UOL,27,21be60c3-b351-492a-88a9-1c7426cc8ad7
2016,Summer,APX,1,FOX,36,a9651abb-a035-4468-9b01-7bb259a08eba
2016,Summer,SKT,0,ESC,40,2f5b53fa-60e6-408e-a399-6928114334cc
2016,Spring,OG,1,FNC,36,6eef8006-9ea9-4c59-9c68-a770119ae38c
2016,Summer,LZ,1,SKT,30,97b2f67a-4bf0-45e3-8914-a3a33a949a50
2016,Spring,KBM,0,RED,45,8337293b-89ff-4572-b5f4-4211cdfecb8d
2016,Summer,AE,1,TM,46,3f13f44f-9dba-4e82-aab6-3e5114585ec8
2015,Summer,LGD,0,KT,31,56765f6a-9598-4843-b4c1-9005f8f06df9
2016,Summer,,1,,36,a96f6454-a6bf-4028-b003-7ca52958a307
2015,Spring,ROC,1,UOL,32,fde5d4f2-a84a-4a53-8a2d-92c270a9a5e2
2016,Summer,FOX,0,TSM,32,589e9079-6711-4cc6-bc72-632cb94082f3
2016,Summer,MVP,1,ESC,48,2efc36ce-33e0-4852-9929-f9a035f074c7
2015,Summer,OG,1,H2K,42,a76d0ea7-9524-40e9-8a48-0e46a80c36cd
2016,Spring,SUP,0,AUR,34,cf86e552-2f19-4f77-b9ed-b1721d5b4b77
2016,Spring,NV,1,VS,47,d22b51f8-f0b4-488a-9ab9-42f09cad929a
2016,Summer,FW,1,XG,30,4f3c17ca-589c-417e-910b-6a42a0e00796
2016,Spring,CGE,0,M17,27,da316d1f-4349-4662-beb8-af0d0aece806
2015,Summer,MSE,1,TPA,38,d0c6d337-6151-4092-a27a-6ba1d14f1a65
2016,Spring,TIP,0,REN,39,aa04104c-1faa-4bbd-a9c1-b20f6d03302d
2016,Spring,DW,0,LGC,52,503333bf-84c4-4c7d-a4b2-e82be1489a5c
2015,Summer,M17,0,HKE,43,ac7e571a-bf0c-4b74-af35-0e69f6c66061
2015,Spring,SK,1,UOL,38,feb73913-1ec6-43da-9113-970b363dac99
2015,Summer,DIG,0,TSM,36,6667f0b9-b1fb-4410-989f-f4f447f5577d
2015,Summer,ESC,1,QG,34,d0ab8809-f5a0-47ca-a65e-3817ee63eecc
2016,Summer,VS,1,GMB,44,6d3ee359-ea3e-4799-98a9-a9251a5fa234
2016,Summer,P1,0,CLG,30,4354d5b6-5ae4-452e-82de-4230dcdecfb2
2015,Summer,TSM,1,GV,32,788dd826-0426-4069-a0e5-7d103fadfbb0
2015,Summer,KOO,1,ANC,33,b97b044d-6ebf-4f86-be42-142e364e7a12
2015,Spring,NR1,0,BJK,26,36e2f159-60b5-46da-b7a8-e3f0f5a5be42
2016,Spring,kt,0,ROX,24,5fb27534-60ef-420c-9419-5c4d2f7807cd
2016,Spring,SSB,0,SKT,34,439c8b2e-db12-4353-a995-d7802cf80c6d
2015,Spring,CJE,0,GET,47,f457da9c-cbe8-4aae-bb3d-a2c1bb8e6794
2015,Summer,kt,1,SSG,39,373145a4-f83c-4f63-a736-e8dcbf3e765c
2016,Summer,CHF,1,TM,32,a8289f68-6255-4cea-b068-abb26b2b6182
2016,Spring,FNC,0,G2,30,85b1a148-34bc-4fa9-892c-49efa85172dd
2016,Spring,FNC,1,G2,38,0535d5dd-671a-49df-af0d-0939bdc4597f
2015,Summer,T8,0,GV,49,ea948e88-0731-45b2-81ec-7b9c6c219ac4
2015,Spring,IM,1,SSG,41,cf87eee4-a868-4305-a1a0-f01dd36c3632
2015,Summer,FW,1,HKE,57,17e6ea46-8e23-4c5a-9b95-115b789c271f
2015,Spring,CW,1,H2K,40,94a29907-f7c7-46b1-8c90-b7c1cc145033
2016,Spring,CLG,1,DIG,26,cb851e25-c0ee-4ebc-b26e-2d5ef83ecaa6
2016,Spring,INF,1,HLN,36,ced06e87-dfc8-45fb-9505-f8fbc7bd5f19
2016,Summer,SKT,1,IM,46,e6067483-b9e5-448f-a0f8-37227cf4c960
2015,Spring,DLY,0,ahq,39,4cffae3b-1b64-41c2-b4b5-3f0ce2a7a66b
2015,Summer,JAG,1,ANC,34,f68d9ce6-aa05-4269-a49f-7ca074918332
2016,Summer,M17,1,JT,53,64da8db7-8999-4d82-bcdf-8aebbfc7b092
2016,Summer,CW,1,GIA,40,22c82b43-65a2-45dc-92c5-c34b7c4fefee
2015,Summer,AS,0,M17,42,2cae1a9b-13f6-4cd6-b459-ea5ae9bfa8e1
2016,Spring,KBM,1,g3x,42,2c0c0830-d600-4a51-bd11-17f553e1b8e5
2016,Spring,TRI,1,DW,36,fde1835b-19d0-40ef-b4ad-bb04082b19fa
2015,Spring,MYM,0,UOL,46,3f38ab72-5642-41a9-a66c-943716f057c6
2016,Summer,,0,,52,1c548ddb-9d17-4691-ae8a-61f426881bbf
2016,Summer,FOX,0,IMT,30,7937e605-af32-41be-bb01-515f3597a8ec
2015,Summer,FNC,1,GMB,37,cba3b07b-3a8c-4d6a-9b12-0b1b14495218
2016,Summer,ROX,1,ESC,31,36bc6010-467c-4238-98bf-eea1b6ff445d
2016,Summer,SKT,0,AFs,35,7d256c8e-f0b3-424d-ab68-6627372deb1a
2015,Spring,GET,1,IM,44,a154fe89-8bd2-4939-ba81-7ea036c913d9
2015,Spring,UOL,1,FNC,29,382ef10c-fb26-489d-aa6d-6127f16258b8
2016,Spring,NRG,1,TSM,32,e8ec8fd8-86e9-412b-93a1-9f7fe906600c
2016,Summer,SKT,0,FW,42,c3b1d789-5d20-4172-b6b5-3b25be35cb32
2016,Spring,EMP,1,NV,32,1c2b1b44-85c9-49af-bd02-52e44f567c32
2015,Summer,HWA,1,A,25,53d92262-3056-40b2-86f2-cc6066d508f6
2016,Summer,TM,0,AV,30,f6555cb8-2c7e-482e-8a8e-9d4575273a02
2015,Summer,KOO,1,KT,41,bf0d6cc2-67b3-4d31-935d-e198f318ac55
2015,Summer,TIP,1,TDK,30,983af484-cb20-4438-ad40-00ac169f8918
2016,Spring,ROX,1,JAG,31,79be99a3-5e73-4673-ab7f-d716adfde3be
2015,Summer,C9,1,GV,31,298ace8c-8dec-434f-bed4-bf8143aa87c7
2016,Summer,OG,0,GIA,32,cd2cc801-377e-4847-b6d8-4e4b48bbd15b
2015,Spring,TL,1,CLG,35,5d358123-685b-4ebd-9f30-c22867d2667c
2016,Spring,TPA,0,FW,37,a2ef5c8f-9754-4e82-9e2a-f4e1e41fc8a5
2015,Spring,MSE,1,NGU,28,d4b547a6-ad3c-429f-86ea-5d2517c58d92
2015,Spring,JAG,1,kt,47,87646024-da97-4bf8-b848-161eba56e6eb
2016,Summer,NRG,0,APX,43,c66680ce-b208-452b-b1f0-29655cfb3f5a
2015,Summer,JAG,1,CJE,31,aced2a13-95a7-40d2-9b7a-f3f9605c4210
2015,Summer,MSE,0,FW,39,c4264d05-e038-4f9d-90d6-4bc61416caf8
2015,Summer,CW,1,ROC,42,66822f20-8973-4393-b759-b4bf64c147ac
2016,Summer,MVP,1,JAG,40,eb6f73c5-7df4-49b9-b5a9-b7797d31e9b4
2014,Summer,TPA,0,TSM,28,87a1f0f1-29ac-4865-9cb2-19abfba3684f
2016,Summer,AE,1,LGC,36,45d2d80d-9fae-467c-b32a-ca63055918c1
2016,Summer,NV,0,TL,31,a94b2465-557f-4e30-95b5-1f33e718d568
2016,Summer,S04,1,FNC,50,43082e72-7303-40b9-8092-b921965854e4
2016,Summer,RNG,0,SKT,44,25390ee5-d06e-41b9-a5ac-b82a5d017350
2016,Summer,FOX,0,NRG,33,d2131be3-4a83-4385-bc85-8a654a5d6fe0
2016,Summer,VFK,1,RED,28,e54de2bb-22ca-4a84-b12a-d01e9585d7f6
2015,Summer,LGS,1,Mac,45,736a4e13-7b3a-4a78-8654-beb39837cf22
2016,Summer,TSM,1,CLG,33,0f8d62f6-7a60-4d98-b42f-4963ce3589b3
2016,Spring,BJK,0,SUP,37,4f7f14e6-e308-4872-a6e7-56071b6a65fd
2016,Spring,KDM,0,JAG,32,76fd4fd8-9803-4d21-b3a4-9b7f5bbb20eb
2016,Spring,SIN,0,LGC,45,3e40ff86-4ac5-47ba-83b1-5c0114aaf72e
2015,Summer,KOO,1,NJF,28,d9f596ac-742d-4ca1-b162-0649945ae4ba
2016,Summer,OG,1,ROC,35,d4991f33-2667-4915-a2a9-9cd3009ec666
2015,Summer,HKE,0,MSE,39,eede4d84-a382-48d1-b3a3-964c9ee37d13
2016,Spring,TL,1,REN,33,aae79bb5-e414-4693-a244-86ad42209007
2016,Summer,C9,0,CLG,28,5a149d02-e083-4f76-9c60-daa38443d377
2015,Summer,CJE,0,ANC,37,dd3e1638-d787-48a5-bbc1-f545128eee5f
2015,Summer,kt,1,SSG,37,e41d0cad-0dea-448f-9108-9f9ce108ef19
2015,Summer,FW,1,MSE,30,ac526296-c035-4240-b84d-1addbb89347a
2015,Summer,FNC,0,QG,45,1e84e337-7770-4136-90be-1c56dcd76f2a
2015,Summer,HKE,0,TPA,29,0ede8cc8-0eec-4e3a-ba0c-be5250093c4b
2015,Summer,ROC,1,CWA,36,6f4b2573-72b8-4ed2-85bc-c166a84305d4
2016,Summer,MSE,1,TM,33,e975fd67-0003-4b73-b358-d51584d49e05
2016,Summer,FNC,1,VIT,26,27b96afe-b786-495f-8c07-4e2f5bc88c14
2016,Spring,TT,1,NR1,31,ce338400-5472-4958-931c-faca1c173120
2015,Spring,CJE,0,SKT,36,aa2d61b2-d937-4287-a803-eeec450ab055
2016,Spring,kt,1,SSG,31,5b2dc7ee-c3a4-4dd7-8298-a0de89bde1ac
2015,Spring,JAG,0,CJE,28,5692236e-170c-4f74-beae-b3e4a576d3d8
2015,Summer,HWA,1,NR1,44,9b66cc93-2430-45a9-a1f2-0f7ed4df5433
2016,Summer,TL,0,IMT,28,501879d5-788d-4dc7-aa87-541b73eff634
2015,Summer,T8,1,TDK,51,2f21b261-3fb4-433c-bb38-d0d1de4a5a02
2015,Spring,NJE,0,GET,26,2a4a8f62-7155-475f-b946-a5c018a740d6
2016,Spring,AFs,1,JAG,38,0c2c27fb-003c-48ea-af62-b2750f9eaa9f
2016,Spring,DFM,1,RPG,26,d2e5631f-8323-45c7-b4be-316f681ac7d2
2016,Summer,ESC,1,JAG,40,d78d7261-849f-49db-af29-fa16675d21ed
2016,Spring,CLG,1,RNG,43,1ff8ec86-3ffd-4f2e-a1b6-9807843ccaa5
2016,Summer,TSM,1,FOX,29,061b7824-09b5-4b5f-a121-c83f7a70f08e
2015,Spring,DP,1,BPI,25,60e877df-7a90-4f64-8eb1-252f5635f7cc
2016,Spring,CHF,0,DW,34,a9c46dd6-1537-4e79-b17b-a72370425f08
2015,Summer,EL,0,GIA,38,151ee521-04c5-46dd-872c-daa3552db996
2015,Spring,FIS,0,PRO,39,fa1d10d6-6658-4911-ab4d-90053bc79190
2015,Spring,SKT,1,FNC,38,5fb4c1b1-aa68-403b-95ed-908594b8ed2a
2015,Summer,FNC,1,EL,37,23edcfc3-fd01-4b76-a85f-d5261f1e89f1
2016,Spring,CJ,0,SKT,30,ad2ee4b5-a668-48b5-a3dc-fee740d422eb
2015,Spring,kt,0,GET,42,b96b5f51-dba0-440d-bfc3-9628337e0611
2016,Summer,CHF,1,AV,30,f2470b6e-637e-4c36-afc0-87634374ebf5
2015,Summer,JAG,0,KOO,40,b27c73d0-d25e-4027-9468-08ebf87f2b4e
2016,Spring,NR1,0,TT,47,c8ca8383-7155-4f03-8e80-1f89d7f59dc5
2015,Summer,LZ,1,ANC,40,19715b45-764e-4e4c-817a-d7064e4f37f3
2015,Summer,TPA,0,FW,39,715b4a49-757d-4b1b-af2a-714ddee1b11c
2016,Spring,LZ,0,SSG,52,ca58b745-2ab0-4090-ad49-d111a7770041
2016,Spring,OG,0,G2,31,6fcd6a6a-4d14-4034-964d-6e5b14760f11
2014,Summer,KBM,0,C9,37,365cc41d-dc13-45fd-bf28-55e7bcef5031
2015,Summer,HKE,0,ahq,42,a9767da1-889a-4948-bcd2-260d2534b0f9
2015,Spring,kt,0,SKT,41,8f57fe9a-a2f2-4bba-b2f8-3bb175220847
2016,Summer,SSG,0,ROX,33,f1f9291e-d8aa-47c4-8fc1-f9d0e128b18f
2015,Spring,FAC,0,RG,36,868ab2ad-3f02-42c4-beb4-f0ad64889b5f
2014,Summer,SSB,1,C9,32,725cab33-9ee1-48d5-9b3b-6ea299c289a3
2015,Summer,FW,0,ahq,40,2dcc1d7c-30a5-4d0a-8e5a-f0e90dcb1711
2016,Summer,ITZ,0,H2K,30,8fd512ac-c622-45b3-9816-270dab19522d
2016,Spring,DF,0,HR,23,c4f775ab-3812-4c82-9602-3ddf5d59f509
2015,Summer,FNC,0,OG,32,89209a1f-ae88-41d7-8f4f-b6b3a1c2e4a5
2016,Summer,G2,0,SPY,44,257b27f6-c8b8-4a88-8b97-dabff8e2ee5f
2016,Summer,CLG,0,IMT,32,334b3e66-b74d-4dd3-b02c-7f9dd97d313f
2016,Spring,SKT,1,SSB,30,ff1873c7-333b-43b0-a904-0a09747d5dbf
2016,Spring,H2K,0,G2,39,d4b923a7-3c64-4425-939e-6c77d9652f6e
2016,Summer,CLG,1,NV,44,1d8a3e69-cc5f-4622-8550-2a47239c29dd
2016,Summer,ROC,0,SPY,34,7230866c-61b3-4e51-9265-9392d3abe3ee
2015,Summer,CJE,1,kt,46,91d6f878-4538-4f52-852b-283780aba2c4
2014,Summer,C9,1,KBM,33,0a869cf8-8861-4311-8f4c-9aad6fb4f0f1
2016,Summer,TL,1,FOX,32,b8d41a41-e8a2-4b65-a4a6-67848164afc2
2015,Summer,kt,0,SKT,41,59881ab3-98ef-453a-b93b-651cff6c705b
2015,Summer,TT,1,DP,33,274d3473-7631-44dc-9463-f28e66d739f4
2016,Summer,C9,0,IMT,44,18f5e984-1c46-4ced-8936-bbb9a0bdcb56
2016,Summer,HWA,1,DP,50,667d11e6-9e8d-4203-8abd-27cd561537db
2016,Spring,CLK,0,SUP,42,752e6b12-22be-481a-aca6-1ab67d8edbcf
2014,Summer,ALL,1,C9,36,81316e78-51fc-4cf0-9f1d-df081a854f01
2016,Summer,HLN,0,AV,38,78a17b64-ff44-485b-8def-94c47377f073
2016,Summer,NV,1,FOX,41,80ee59ca-0cdf-49f8-b9ec-4c51c0125cc9
2016,Summer,NRG,0,CLG,25,82f58085-c033-4009-9d19-94ca759dfc87
2015,Summer,TIP,1,NME,32,def28718-3f65-4af5-afb1-9dae1cea6af4
2016,Summer,LZ,0,SSG,47,f3af79e5-b3bd-4e42-88c2-f53e42e1ebf2
2016,Spring,M17,0,TPA,44,4de0363d-0358-4478-852a-5e2eb77e037c
2016,Spring,CHF,1,SIN,47,e6eeebce-dd30-4c7c-a606-0f3878158037
2016,Spring,FW,1,XG,31,56ec9c89-3649-4782-a62f-d27263a8a664
2016,Spring,TPA,0,M17,34,a2f67bf8-1fdc-41ae-9346-d821992d9ed6
2016,Summer,CLG,1,NRG,28,324023f1-c6f0-4c40-be3f-e3cf228c5671
2016,Summer,FOX,0,C9,29,b8ffa36e-59bc-4951-b6d7-ad1982def6af
2015,Spring,TSM,1,T8,37,b5e37e33-e92a-40da-9d38-2a2ca4b7378a
2016,Summer,KBM,1,BGG,30,22a3b8da-290e-4da5-9a65-97b6e2131a4d
2016,Spring,GIA,0,VIT,35,291a8c27-8455-4017-bc86-04883d0674d6
2016,Spring,ROC,0,G2,27,8e3c709b-2114-4dab-8a85-7cdbd059c6ca
2016,Summer,VIT,1,OG,45,54a92673-fbcb-4441-897d-049cc0402018
2016,Summer,HWA,1,CRW,32,6ea83cb1-b11a-4017-8bf2-5f32e3ee9e77
2015,Spring,LOG,0,ahq,31,1aec2675-bd44-4973-96b1-841b4fef2aaa
2016,Summer,,0,,33,02343f9f-9b85-40ae-ae31-c5ae070dd04d
2015,Spring,BJK,1,BPI,48,67940bf3-86b2-47f2-936b-3985c8ae106e
2016,Summer,AFs,1,LZ,36,90f877f6-b4db-4ea6-9649-08a348716b35
2015,Summer,JAG,0,CJE,50,41041d62-e5c6-4eb2-9605-9180949700d4
2016,Summer,C9,0,TL,34,0e384f25-deae-4a91-86f8-6e12c25ae4fa
2016,Spring,LZ,0,kt,43,aeda34d1-90c0-4fd2-b806-fb30b253573f
2016,Spring,CRJ,0,RPG,42,1d8cb747-a0ef-475b-8b7c-7fa1840e3270
2016,Spring,DW,1,INF,27,026924fc-9407-4cd4-ab1f-5f3151f00494
2016,Summer,GIA,0,G2,33,905279b4-b081-4039-8e7e-ec81c8371f05
2015,Summer,CREW,0,BJK,36,fdc7ec7b-8bbb-4450-9de4-2cd92645bfe6
2015,Spring,UOL,1,ROC,32,82aa7718-0aa1-4d95-be61-a6ca94f47021
2016,Summer,OPK,0,PNG,27,8b66cbdf-f876-4005-9a8b-d552a267f53a
2016,Summer,,1,,47,e4aabb03-3d0d-43de-a5d2-291252b59fe9
2016,Spring,ROC,0,UOL,27,846b8f97-a06a-47dd-b6b2-14c699c585b3
2016,Summer,kt,1,ESC,38,376060d7-678c-4ef4-8426-8a0976ad9394
2015,Summer,SKT,1,CJE,29,0f720130-087f-49cd-83dc-c32cd816b4fc
2016,Summer,OPK,0,KBM,30,0d7c1d5f-e88a-4f69-8125-97e7c530fd1f
2016,Summer,GMB,1,EMP,42,c765837f-275e-4035-852a-493a7ed04061
2015,Summer,HKE,1,LGS,38,75f33622-5e38-4909-a382-db6c7a453fde
2015,Summer,QG,1,DIG,39,cd38e93a-8e11-46c4-af74-56b32551d984
2016,Summer,HKE,0,MSE,28,cadfc210-1d7a-4abb-a85b-04d69d638d0b
2016,Summer,CRW,0,DP,31,a7f39280-11dd-4ac8-9ab3-bc472a99fbe5
2015,Spring,SK,0,UOL,35,152f9c38-eb3b-47cc-b2ae-f6f4e2352e48
2015,Spring,UOL,1,GIA,30,a7dfe608-d309-4a79-87f8-d20441cdffd4
2015,Summer,C9,0,IG,47,da504157-9677-4694-98de-22093aaee683
2015,Spring,TL,0,T8,46,ada8ddf6-4fc7-4a0d-ae8c-21bc73bb84f0
2016,Summer,kt,1,MVP,35,dad97fee-20f1-4207-95ca-c49f8641b2c1
2016,Summer,,0,,35,f7711cc4-7b6f-4840-aa37-bc6fae205a6f
2016,Spring,FNC,1,VIT,35,dc6d1c77-b3e7-4ebd-a0db-7dad414afcb5
2015,Spring,GMB,0,CJ,45,f37cd853-fbd4-443c-9a49-7dd346658c1b
2015,Spring,ahq,1,Crew,37,76aa2e92-950b-4a05-ad5c-fb2997e13070
2015,Summer,TL,1,TIP,33,59f8c9bd-233b-45bd-b56b-c1d82b27417b
2016,Spring,ITZ,1,RED,41,17ce4884-40da-41b0-b68f-a9ec861082a4
2015,Summer,H2K,1,ROC,34,ac802152-46a9-456a-88d5-05caf5ac6da6
2016,Summer,AUR,0,SUP,42,4dd46217-03f5-4e74-85f4-fffb7801f5a2
2015,Summer,TT,1,OHM,57,c228f2e3-2af0-4dcc-a44a-0e30b89afd2d
2016,Summer,TL,1,DP,25,3523503e-409b-4967-a556-f2af26e37f2a
2016,Spring,SSG,0,JAG,36,68a17786-a765-4623-bc08-89ea08791297
2016,Summer,TSM,1,IMT,44,83088320-2921-4f67-8da0-9baba01f2bf0
2015,Spring,RG,0,SKP,33,c4f45ef4-7f8f-4c25-a2c3-b290711dd992
2016,Summer,GMB,0,VEG,37,56153257-86b5-40ce-8ef1-7976430f6232
2016,Spring,ROX,1,JST,39,472fe0e2-a8bd-48b1-b65c-53d4d89d3dbb
2016,Summer,TM,1,AE,36,6d9b1711-d85d-4d8a-a33f-a45fd5aa4165
2016,Spring,TSM,0,REN,30,05981712-8844-4c54-b645-53d3b4d8f05c
2016,Summer,UOL,0,FW,49,ead2c204-19a2-48a1-a834-64d3aa9acb7f
2015,Summer,SKT,1,SSG,41,608b7d3f-327a-4e76-bb6c-4e75c8468968
2016,Summer,AV,0,TM,53,b3d13b96-6dff-4364-9a3b-eee6fad4784e
2015,Summer,PNG,0,KOO,32,0b5046b2-d8a3-46b0-96a0-28a46bf10a94
2016,Summer,HLN,0,SIN,34,8370f543-4013-4ef3-b7e9-b4ca36d079f4
2014,Summer,EDG,1,AHQ,37,99e6037b-00ad-4a08-928e-be4577420fb0
2016,Summer,TL,1,NRG,28,174ede62-e44c-4601-a741-f7dbb72039f2
2016,Summer,AFs,1,SKT,42,7a7ff7d7-bdc1-405d-a10c-947b60cfd265
2016,Spring,SSG,0,AFs,34,5024fdd2-c612-45d8-a529-cb5f6328a424
2016,Summer,SIN,1,AV,47,f19e71e9-431d-4aac-b67d-64335774752b
2016,Summer,JAG,1,SKT,41,09573bbf-31f7-4724-9437-8d377b6ed845
2016,Spring,SSG,0,CJ,50,b9303231-f90d-479f-8099-5d9360bed89e
2016,Summer,CJE,1,LZ,47,8552b9f2-35c7-4cfc-bba1-4a49640658f1
2016,Summer,BGG,0,KBM,50,e4a278ce-735d-4df3-b895-57ed5f2a708c
2016,Spring,AFs,1,CJ,31,731f7da7-f284-402e-ba3a-ae668a3b3aef
2016,Summer,GIA,1,SPY,34,52a47a5a-12ec-453c-9459-ad35e52037ce
2015,Spring,SKT,1,CJE,35,a3db3ccc-a6d3-4ad1-bfc5-5f6635d99526
2016,Summer,H2K,1,S04,30,741dbadd-4911-4b13-8ebc-256763ffc7f5
2016,Summer,AFs,0,SSG,36,922020eb-7c2a-4a56-a54d-cf8937c6fcf9
2015,Spring,GIA,0,H2K,28,55ea504f-bb3f-40de-b699-ee663653864a
2016,Summer,C9,1,IMT,32,83c14985-801f-4372-8fc4-41253da6aa34
2016,Summer,FW,1,LZ,41,91a125a1-9b91-48ef-bb50-a25d1e5f5434
