adult,Viscera weight,Coarse-grained Hormones,Diameter,Length,Phosphorylation,Ectopic relationships,Height,Whole weight,Shell weight,Sex,Shucked weight
1.0,0.2735,0.406,0.46,0.6,0.656,0.881,0.15,1.247,0.29,M,0.5335
1.0,0.27399999999999997,0.842,0.48,0.61,0.789,0.077,0.15,1.1495,0.264,M,0.564
1.0,0.2495,0.509,0.485,0.615,0.65,0.563,0.16,1.1575,0.315,F,0.5005
1.0,0.3015,0.824,0.5,0.615,0.522,0.227,0.165,1.327,0.355,F,0.6
1.0,0.32,0.081,0.47,0.615,0.676,0.084,0.155,1.2,0.292,M,0.5085
1.0,0.32299999999999995,0.358,0.51,0.62,0.436,0.624,0.175,1.2705,0.3225,F,0.5415
1.0,0.253,0.372,0.485,0.62,0.128,0.886,0.175,1.2155,0.345,F,0.545
1.0,0.233,0.376,0.475,0.62,0.279,0.551,0.16,1.3245,0.3275,F,0.6865
1.0,0.268,0.457,0.48,0.625,0.974,0.302,0.17,1.3555,0.3385,M,0.6709999999999999
1.0,0.2365,0.251,0.49,0.625,0.744,0.077,0.165,1.127,0.3185,F,0.47700000000000004
1.0,0.2165,0.486,0.49,0.625,0.761,0.05,0.175,1.1075,0.3595,F,0.4485
1.0,0.336,0.672,0.495,0.63,0.174,0.2,0.2,1.4255,0.38,F,0.659
1.0,0.266,0.154,0.495,0.63,0.811,0.596,0.145,1.147,0.2885,F,0.5455
1.0,0.271,0.792,0.48,0.63,0.461,0.398,0.165,1.286,0.35,M,0.604
1.0,0.317,0.127,0.495,0.635,0.081,0.679,0.18,1.5959999999999999,0.37,F,0.617
1.0,0.2985,0.017,0.495,0.635,0.757,0.813,0.195,1.297,0.37,F,0.556
1.0,0.3345,0.476,0.49,0.645,0.992,0.109,0.16,1.251,0.3165,M,0.5355
1.0,0.3755,0.06,0.5,0.645,0.451,0.017,0.175,1.5105,0.3775,M,0.6735
1.0,0.2955,0.205,0.5,0.65,0.899,0.066,0.185,1.4415,0.341,F,0.741
1.0,0.369,0.883,0.52,0.67,0.184,0.108,0.19,1.6385,0.391,M,0.8115
1.0,0.429,0.072,0.545,0.69,0.245,0.685,0.205,1.933,0.498,F,0.7855
1.0,0.3855,0.741,0.54,0.69,0.306,0.847,0.185,1.71,0.4325,M,0.7725
1.0,0.442,0.392,0.55,0.695,0.634,0.562,0.155,1.8495,0.4175,F,0.767
1.0,0.389,0.05,0.525,0.695,0.829,0.033,0.175,1.742,0.505,M,0.696
1.0,0.3935,0.91,0.575,0.7,0.827,0.938,0.205,1.7975,0.5165,F,0.7295
1.0,0.5005,0.122,0.56,0.705,0.807,0.657,0.205,2.381,0.624,F,0.9915
1.0,0.512,0.385,0.585,0.765,0.745,0.561,0.18,2.398,0.5335,M,1.128
1.0,0.48200000000000004,0.353,0.6,0.77,0.144,0.991,0.215,2.1945,0.584,M,1.0515
0.0,0.01,0.701,0.16,0.22,0.865,0.14,0.05,0.049,0.015,I,0.0215
0.0,0.019,0.866,0.205,0.275,0.262,0.361,0.07,0.1055,0.0315,I,0.495
0.0,0.022000000000000002,0.068,0.21,0.29,0.961,0.19,0.06,0.1045,0.035,I,0.0415
0.0,0.033,0.477,0.24,0.33,0.148,0.446,0.075,0.163,0.048,I,0.0745
0.0,0.0475,0.567,0.285,0.355,0.452,0.973,0.095,0.2275,0.0715,I,0.0955
0.0,0.038,0.461,0.29,0.375,0.041,0.406,0.1,0.21899999999999997,0.075,I,0.0925
1.0,0.0795,0.217,0.315,0.415,0.498,0.596,0.1,0.3645,0.095,I,0.1765
0.0,0.077,0.849,0.33,0.425,0.638,0.572,0.115,0.3265,0.10300000000000001,I,0.1315
0.0,0.08199999999999999,0.315,0.34,0.425,0.148,0.742,0.1,0.3515,0.094,I,0.1625
0.0,0.08,0.683,0.32,0.43,0.651,0.237,0.1,0.3465,0.09,I,0.1635
0.0,0.0735,0.299,0.34,0.44,0.254,0.785,0.1,0.40700000000000003,0.10300000000000001,I,0.209
0.0,0.0765,0.249,0.335,0.44,0.771,0.801,0.115,0.4215,0.113,I,0.17300000000000001
0.0,0.057999999999999996,0.918,0.345,0.46,0.753,0.761,0.11,0.3755,0.125,I,0.1525
0.0,0.10800000000000001,0.379,0.37,0.46,0.283,0.373,0.12,0.5335,0.1345,I,0.2645
0.0,0.0975,0.066,0.355,0.465,0.017,0.625,0.105,0.442,0.1185,I,0.2085
0.0,0.0875,0.462,0.365,0.475,0.878,0.179,0.1,0.1315,0.12300000000000001,I,0.2025
0.0,0.11900000000000001,0.836,0.375,0.475,0.135,0.28,0.115,0.5205,0.1455,I,0.233
1.0,0.11199999999999999,0.561,0.375,0.485,0.467,0.878,0.13,0.5535,0.157,I,0.266
1.0,0.115,0.713,0.375,0.49,0.606,0.398,0.125,0.5445,0.13,I,0.27899999999999997
1.0,0.1005,0.32,0.38,0.49,0.697,0.225,0.11,0.5539999999999999,0.15,M,0.2935
0.0,0.1205,0.877,0.38,0.495,0.265,0.743,0.12,0.512,0.136,I,0.233
1.0,0.132,0.014,0.39,0.5,0.416,0.702,0.125,0.583,0.1605,I,0.294
1.0,0.135,0.492,0.38,0.5,0.426,0.091,0.12,0.5765,0.145,M,0.273
0.0,0.149,0.087,0.4,0.505,0.394,0.687,0.135,0.723,0.17800000000000002,M,0.377
1.0,0.1085,0.062,0.395,0.51,0.056,0.388,0.155,0.5395,0.16699999999999998,I,0.2465
1.0,0.11900000000000001,0.776,0.385,0.51,0.014,0.156,0.15,0.625,0.1725,I,0.3095
1.0,0.1175,0.734,0.4,0.515,0.398,0.584,0.125,0.5925,0.168,I,0.265
1.0,0.1295,0.448,0.395,0.52,0.381,0.261,0.135,0.633,0.175,I,0.2985
1.0,0.17,0.475,0.43,0.545,0.274,0.422,0.14,0.8320000000000001,0.201,F,0.4355
0.0,0.1545,0.51,0.42,0.545,0.776,0.392,0.145,0.778,0.205,M,0.3745
0.0,0.185,0.572,0.42,0.545,0.929,0.131,0.12,0.7865,0.17,M,0.40299999999999997
1.0,0.215,0.995,0.4,0.545,0.984,0.87,0.14,0.778,0.18,F,0.368
1.0,0.14400000000000002,0.021,0.42,0.55,0.936,0.6,0.13,0.636,0.1755,I,0.294
1.0,0.1995,0.959,0.44,0.55,0.568,0.509,0.135,0.8435,0.185,F,0.434
1.0,0.133,0.783,0.425,0.555,0.64,0.364,0.13,0.648,0.2105,I,0.2835
1.0,0.1885,0.925,0.43,0.565,0.791,0.107,0.13,0.784,0.213,M,0.3495
1.0,0.217,0.973,0.45,0.57,0.56,0.125,0.18,0.9079999999999999,0.255,F,0.4015
1.0,0.204,0.72,0.45,0.57,0.449,0.854,0.135,1.02,0.25,M,0.546
1.0,0.159,0.193,0.43,0.57,0.298,0.057,0.16,0.8109999999999999,0.2285,F,0.3875
1.0,0.1905,0.505,0.48,0.575,0.196,0.396,0.15,0.897,0.248,F,0.4235
1.0,0.1725,0.131,0.455,0.58,0.699,0.596,0.13,0.852,0.225,M,0.41
0.0,0.203,0.218,0.45,0.585,0.942,0.87,0.15,0.938,0.225,F,0.467
1.0,0.129,0.679,0.435,0.585,0.835,0.7,0.14,0.6955,0.2245,F,0.3085
1.0,0.16399999999999998,0.443,0.47,0.59,0.957,0.39,0.15,0.861,0.249,M,0.413
1.0,0.2165,0.771,0.46,0.59,0.337,0.816,0.14,1.004,0.26,M,0.496
1.0,0.2615,0.743,0.46,0.59,0.216,0.889,0.16,1.0115,0.2565,F,0.445
1.0,0.166,0.482,0.465,0.595,0.337,0.448,0.15,1.1005,0.265,F,0.5415
1.0,0.2325,0.949,0.47,0.595,0.033,0.801,0.165,1.1079999999999999,0.3345,M,0.4915
1.0,0.2255,0.127,0.46,0.595,0.067,0.76,0.14,0.852,0.22699999999999998,M,0.4215
1.0,0.419,0.262,0.49,0.6,0.746,0.989,0.21,1.9875,0.491,M,1.005
1.0,0.2835,0.444,0.48,0.605,0.618,0.082,0.15,1.079,0.293,F,0.4505
1.0,0.24600000000000002,0.531,0.475,0.615,0.149,0.97,0.17,1.055,0.2345,F,0.5429999999999999
0.0,0.2095,0.824,0.45,0.615,0.144,0.889,0.15,1.198,0.2505,M,0.7070000000000001
1.0,0.209,0.318,0.47,0.615,0.763,0.923,0.155,1.084,0.24600000000000002,F,0.5885
1.0,0.3095,0.28,0.475,0.615,0.563,0.795,0.175,1.103,0.2725,M,0.4635
1.0,0.2475,0.878,0.49,0.62,0.005,0.629,0.155,1.1,0.31,M,0.505
1.0,0.243,0.072,0.48,0.62,0.101,0.858,0.15,1.1015,0.305,M,0.4965
1.0,0.3005,0.792,0.495,0.625,0.455,0.911,0.185,1.3835,0.345,M,0.7105
1.0,0.27699999999999997,0.065,0.49,0.625,0.452,0.769,0.155,1.115,0.3095,F,0.484
1.0,0.2445,0.593,0.48,0.625,0.46,0.271,0.145,1.085,0.327,M,0.4645
1.0,0.2465,0.711,0.505,0.63,0.952,0.994,0.15,1.3165,0.37,M,0.6325
1.0,0.262,0.01,0.51,0.63,0.731,0.789,0.175,1.3415,0.375,M,0.6575
1.0,0.188,0.998,0.465,0.63,0.552,0.209,0.15,1.0270000000000001,0.17600000000000002,M,0.537
1.0,0.311,0.45,0.515,0.645,0.333,0.78,0.16,1.1845,0.335,M,0.506
1.0,0.2595,0.722,0.48,0.645,0.057,0.367,0.15,1.192,0.285,M,0.6055
1.0,0.35200000000000004,0.193,0.52,0.645,0.034,0.887,0.18,1.285,0.317,F,0.5775
1.0,0.28300000000000003,0.597,0.515,0.65,0.754,0.807,0.125,1.1805,0.3275,M,0.5235
1.0,0.2775,0.3,0.52,0.65,0.783,0.256,0.175,1.2655,0.336,M,0.615
1.0,0.2765,0.116,0.535,0.65,0.24,0.379,0.175,1.2895,0.344,F,0.6095
1.0,0.298,0.811,0.51,0.65,0.319,0.508,0.155,1.4069999999999998,0.335,M,0.7215
1.0,0.228,0.464,0.49,0.65,0.523,0.201,0.155,1.122,0.3055,F,0.545
1.0,0.298,0.209,0.515,0.66,0.941,0.442,0.165,1.4465,0.3755,M,0.6940000000000001
1.0,0.3175,0.701,0.505,0.665,0.128,0.242,0.165,1.349,0.36,F,0.5985
1.0,0.2985,0.885,0.5,0.67,0.874,0.902,0.2,1.2690000000000001,0.35100000000000003,M,0.5760000000000001
1.0,0.2975,0.311,0.51,0.67,0.242,0.909,0.18,1.68,0.3935,M,0.9259999999999999
1.0,0.3685,0.766,0.55,0.675,0.007,0.477,0.19,1.551,0.41200000000000003,F,0.7105
1.0,0.27899999999999997,0.124,0.52,0.68,0.892,0.163,0.165,1.4775,0.406,M,0.7240000000000001
1.0,0.3115,0.85,0.53,0.68,0.91,0.437,0.18,1.5290000000000001,0.4025,M,0.7635
1.0,0.3615,0.808,0.525,0.7,0.423,0.21,0.175,1.7585,0.47,M,0.8745
1.0,0.306,0.692,0.55,0.7,0.205,0.615,0.2,1.5230000000000001,0.4405,M,0.693
1.0,0.39799999999999996,0.453,0.53,0.725,0.348,0.333,0.19,1.7315,0.405,F,0.83
1.0,0.4265,0.736,0.55,0.725,0.103,0.153,0.2,1.51,0.5085,M,0.8735
1.0,0.387,0.037,0.57,0.735,0.288,0.815,0.175,1.88,0.488,M,0.9095
1.0,0.5265,0.474,0.575,0.74,0.658,0.427,0.22,2.012,0.47100000000000003,F,0.8915
1.0,0.5235,0.693,0.555,0.75,0.004,0.307,0.215,2.201,0.5285,M,1.0615
0.0,0.005,0.913,0.14,0.19,0.491,0.497,0.03,0.0315,0.0105,I,0.0125
0.0,0.008,0.385,0.15,0.21,0.096,0.517,0.045,0.04,0.0105,I,0.0135
0.0,0.008,0.186,0.175,0.25,0.856,0.189,0.06,0.0635,0.02,I,0.0275
0.0,0.021,0.594,0.215,0.29,0.591,0.428,0.065,0.0985,0.031,I,0.0425
0.0,0.0325,0.539,0.25,0.335,0.799,0.412,0.08,0.16699999999999998,0.0575,I,0.0675
0.0,0.038,0.223,0.245,0.34,0.394,0.389,0.085,0.2015,0.053,I,0.1005
0.0,0.0385,0.173,0.255,0.345,0.187,0.265,0.095,0.183,0.06,I,0.075
0.0,0.0505,0.03,0.255,0.355,0.573,0.931,0.08,0.187,0.057999999999999996,I,0.078
0.0,0.0315,0.782,0.26,0.36,0.509,0.043,0.08,0.1795,0.06,I,0.07400000000000001
0.0,0.0395,0.855,0.275,0.37,0.762,0.739,0.09,0.2065,0.057999999999999996,I,0.096
1.0,0.0625,0.918,0.29,0.375,0.055,0.443,0.14,0.3,0.0825,I,0.14
0.0,0.0545,0.604,0.275,0.375,0.123,0.315,0.095,0.2295,0.066,I,0.095
0.0,0.0735,0.596,0.3,0.385,0.939,0.269,0.125,0.34299999999999997,0.081,I,0.1705
1.0,0.0445,0.122,0.285,0.385,0.212,0.813,0.085,0.244,0.068,I,0.1215
1.0,0.0535,0.618,0.32,0.395,0.638,0.063,0.1,0.3075,0.09,I,0.149
0.0,0.0625,0.407,0.305,0.4,0.853,0.753,0.1,0.3415,0.0865,I,0.17600000000000002
0.0,0.061,0.151,0.305,0.405,0.297,0.078,0.1,0.271,0.091,I,0.0965
1.0,0.2075,0.568,0.31,0.405,0.243,0.989,0.11,0.91,0.0995,I,0.41600000000000004
0.0,0.053,0.916,0.305,0.405,0.961,0.849,0.1,0.268,0.085,I,0.1145
0.0,0.0635,0.587,0.3,0.405,0.93,0.425,0.09,0.2885,0.0765,I,0.138
1.0,0.0575,0.177,0.315,0.41,0.269,0.903,0.1,0.3,0.1,I,0.124
1.0,0.075,0.748,0.325,0.41,0.279,0.516,0.11,0.326,0.10099999999999999,I,0.1325
0.0,0.067,0.495,0.335,0.415,0.634,0.199,0.1,0.358,0.105,I,0.16899999999999998
1.0,0.0635,0.034,0.325,0.42,0.872,0.87,0.115,0.314,0.1,I,0.1295
1.0,0.083,0.014,0.315,0.42,0.526,0.023,0.11,0.4025,0.1015,I,0.1855
0.0,0.0855,0.67,0.34,0.43,0.565,0.27,0.11,0.3645,0.105,I,0.159
1.0,0.0765,0.254,0.36,0.445,0.069,0.523,0.11,0.4235,0.14,I,0.182
1.0,0.0785,0.518,0.325,0.45,0.197,0.127,0.115,0.4305,0.1155,M,0.2235
0.0,0.0625,0.927,0.335,0.45,0.886,0.128,0.095,0.3505,0.1185,I,0.1615
1.0,0.0655,0.032,0.34,0.455,0.279,0.9,0.115,0.486,0.1315,I,0.261
1.0,0.077,0.536,0.35,0.46,0.501,0.404,0.1,0.47100000000000003,0.12300000000000001,I,0.252
1.0,0.087,0.351,0.345,0.46,0.556,0.915,0.105,0.415,0.11,I,0.187
0.0,0.08800000000000001,0.961,0.355,0.475,0.296,0.458,0.115,0.5195,0.1325,I,0.27899999999999997
1.0,0.128,0.81,0.375,0.48,0.83,0.175,0.12,0.5895,0.172,M,0.2535
1.0,0.11800000000000001,0.755,0.38,0.485,0.862,0.881,0.125,0.5215,0.16,I,0.2215
1.0,0.0925,0.193,0.365,0.485,0.978,0.505,0.14,0.4475,0.2305,I,0.1895
1.0,0.126,0.766,0.365,0.49,0.555,0.803,0.125,0.5585,0.1615,I,0.252
1.0,0.09699999999999999,0.23,0.385,0.505,0.447,0.156,0.125,0.596,0.21,I,0.245
1.0,0.095,0.458,0.38,0.505,0.154,0.996,0.135,0.5385,0.165,I,0.2645
1.0,0.14,0.862,0.385,0.51,0.952,0.774,0.145,0.7665,0.1805,I,0.3985
1.0,0.132,0.138,0.395,0.515,0.518,0.804,0.135,0.516,0.162,F,0.2015
0.0,0.13699999999999998,0.099,0.41,0.515,0.086,0.301,0.14,0.7355,0.2,M,0.3065
1.0,0.098,0.576,0.39,0.515,0.441,0.512,0.11,0.531,0.1615,I,0.2415
1.0,0.125,0.29,0.385,0.525,0.855,0.135,0.13,0.607,0.195,I,0.2355
1.0,0.147,0.932,0.415,0.525,0.89,0.967,0.15,0.7055,0.19899999999999998,F,0.32899999999999996
1.0,0.1285,0.278,0.4,0.525,0.168,0.645,0.13,0.6445,0.2,I,0.345
1.0,0.114,0.567,0.375,0.525,0.63,0.363,0.12,0.6315,0.19,I,0.3045
1.0,0.16899999999999998,0.409,0.43,0.535,0.958,0.383,0.155,0.7845,0.245,M,0.3285
1.0,0.239,0.426,0.44,0.545,0.273,0.134,0.15,0.9475,0.275,F,0.366
1.0,0.152,0.278,0.43,0.55,0.957,0.56,0.145,0.7120000000000001,0.225,I,0.3025
1.0,0.171,0.649,0.425,0.55,0.658,0.408,0.145,0.89,0.23600000000000002,I,0.4325
1.0,0.1805,0.202,0.42,0.55,0.974,0.163,0.155,0.912,0.205,I,0.495
1.0,0.17,0.227,0.425,0.55,0.59,0.363,0.135,0.6559999999999999,0.203,I,0.257
1.0,0.174,0.505,0.465,0.55,0.863,0.392,0.15,0.9359999999999999,0.2435,I,0.48100000000000004
1.0,0.1575,0.029,0.435,0.555,0.165,0.831,0.145,0.6975,0.24,I,0.262
1.0,0.244,0.104,0.445,0.555,0.174,0.239,0.175,1.1465,0.2785,F,0.551
1.0,0.139,0.877,0.44,0.56,0.698,0.859,0.14,0.825,0.245,I,0.402
1.0,0.10300000000000001,0.051,0.435,0.56,0.532,0.83,0.135,0.72,0.251,I,0.32899999999999996
1.0,0.1685,0.027,0.43,0.565,0.477,0.056,0.15,0.8215,0.29,I,0.332
1.0,0.2025,0.711,0.445,0.57,0.55,0.168,0.155,1.0170000000000001,0.265,F,0.5265
1.0,0.2325,0.631,0.435,0.575,0.502,0.086,0.155,0.8975,0.23,F,0.4115
1.0,0.2705,0.241,0.44,0.58,0.339,0.657,0.175,1.2255,0.3265,M,0.5405
1.0,0.2155,0.541,0.465,0.58,0.61,0.03,0.145,0.9865,0.25,F,0.47
1.0,0.185,0.418,0.425,0.58,0.417,0.148,0.15,0.8440000000000001,0.2705,F,0.3645
1.0,0.16699999999999998,0.441,0.46,0.585,0.108,0.06,0.145,0.8465,0.295,I,0.33899999999999997
1.0,0.1625,0.332,0.465,0.585,0.507,0.713,0.165,0.885,0.27399999999999997,M,0.4025
1.0,0.1345,0.532,0.42,0.585,0.961,0.185,0.145,0.6735,0.22,I,0.2895
1.0,0.2065,0.702,0.455,0.585,0.555,0.176,0.13,0.8755,0.225,F,0.41100000000000003
1.0,0.17300000000000001,0.297,0.47,0.59,0.546,0.055,0.145,0.9235,0.254,M,0.4545
1.0,0.2025,0.208,0.475,0.59,0.897,0.875,0.14,0.977,0.275,M,0.4625
1.0,0.217,0.554,0.475,0.595,0.039,0.069,0.14,1.0305,0.278,M,0.4925
1.0,0.2685,0.956,0.48,0.6,0.916,0.384,0.09,1.05,0.28,M,0.457
1.0,0.2635,0.927,0.495,0.6,0.241,0.951,0.185,1.1145,0.36700000000000005,M,0.5055
1.0,0.155,0.958,0.45,0.6,0.514,0.66,0.145,0.877,0.24,M,0.4325
1.0,0.2745,0.358,0.51,0.6,0.328,0.673,0.185,1.285,0.315,M,0.6095
1.0,0.2915,0.346,0.48,0.61,0.612,0.745,0.185,1.3065,0.29,M,0.6895
1.0,0.1715,0.387,0.45,0.61,0.419,0.808,0.13,0.8725,0.272,F,0.389
1.0,0.201,0.369,0.46,0.615,0.48,0.288,0.15,1.0265,0.2745,F,0.4935
1.0,0.2195,0.434,0.465,0.62,0.507,0.669,0.14,1.1605,0.307,F,0.6005
1.0,0.4365,0.576,0.48,0.62,0.439,0.793,0.165,1.0125,0.324,F,0.5325
1.0,0.2165,0.349,0.5,0.625,0.761,0.171,0.14,1.0959999999999999,0.295,M,0.5445
1.0,0.3105,0.909,0.49,0.625,0.603,0.292,0.165,1.205,0.3465,M,0.5175
1.0,0.252,0.722,0.505,0.63,0.293,0.951,0.175,1.2209999999999999,0.34,M,0.555
1.0,0.252,0.097,0.475,0.63,0.55,0.476,0.155,1.0005,0.265,F,0.452
1.0,0.2325,0.108,0.47,0.63,0.825,0.357,0.15,1.1355,0.3115,M,0.539
1.0,0.2565,0.059,0.525,0.63,0.73,0.814,0.195,1.3135,0.465,M,0.4935
1.0,0.21100000000000002,0.825,0.505,0.64,0.865,0.492,0.155,1.1955,0.34600000000000003,M,0.5565
1.0,0.222,0.741,0.485,0.64,0.904,0.928,0.15,1.0979999999999999,0.3175,M,0.5195
1.0,0.282,0.714,0.495,0.64,0.742,0.162,0.17,1.139,0.285,M,0.5395
1.0,0.377,0.656,0.495,0.64,0.939,0.153,0.17,1.2265,0.2875,F,0.49
1.0,0.1755,0.748,0.515,0.64,0.173,0.766,0.08,1.042,0.175,M,0.515
1.0,0.28800000000000003,0.121,0.52,0.65,0.206,0.009,0.155,1.368,0.365,M,0.6185
1.0,0.2705,0.72,0.51,0.65,0.433,0.02,0.175,1.446,0.45,M,0.6485
1.0,0.3375,0.793,0.505,0.66,0.096,0.349,0.19,1.4045,0.3745,F,0.6255
1.0,0.2995,0.864,0.525,0.66,0.093,0.097,0.2,1.463,0.42200000000000004,F,0.6525
1.0,0.35200000000000004,0.741,0.525,0.675,0.072,0.825,0.17,1.7109999999999999,0.475,F,0.8365
1.0,0.373,0.11,0.54,0.7,0.817,0.57,0.205,1.74,0.4865,M,0.7885
1.0,0.41700000000000004,0.833,0.54,0.705,0.015,0.582,0.205,1.757,0.461,F,0.8265
1.0,0.321,0.761,0.565,0.71,0.832,0.107,0.2,1.601,0.45,M,0.706
1.0,0.525,0.757,0.55,0.72,0.44,0.615,0.205,2.165,0.40399999999999997,M,1.1055
1.0,0.541,0.652,0.57,0.725,0.309,0.696,0.19,2.3305,0.52,M,1.253
0.0,0.016,0.978,0.17,0.24,0.511,0.336,0.05,0.0545,0.0155,I,0.0205
0.0,0.017,0.951,0.195,0.255,0.176,0.312,0.055,0.0725,0.021,I,0.0285
0.0,0.021,0.812,0.2,0.275,0.815,0.362,0.055,0.0925,0.026000000000000002,I,0.038
0.0,0.0335,0.618,0.235,0.32,0.384,0.766,0.09,0.183,0.042,I,0.098
0.0,0.0645,0.885,0.24,0.325,0.073,0.855,0.075,0.1525,0.043,I,0.07200000000000001
0.0,0.0395,0.301,0.225,0.33,0.207,0.35,0.075,0.187,0.0425,I,0.0945
1.0,0.0435,0.32,0.27,0.36,0.71,0.725,0.09,0.23199999999999998,0.055999999999999994,I,0.12
0.0,0.042,0.62,0.265,0.375,0.939,0.168,0.095,0.196,0.0585,I,0.085
0.0,0.0595,0.319,0.285,0.375,0.211,0.383,0.09,0.2545,0.0675,I,0.11900000000000001
0.0,0.054000000000000006,0.453,0.29,0.39,0.185,0.908,0.09,0.2625,0.077,I,0.11699999999999999
0.0,0.0795,0.418,0.335,0.45,0.23,0.264,0.105,0.36200000000000004,0.1095,I,0.1575
0.0,0.107,0.75,0.35,0.455,0.906,0.759,0.105,0.4445,0.1115,I,0.213
0.0,0.11800000000000001,0.499,0.365,0.46,0.904,0.27,0.115,0.511,0.12300000000000001,I,0.2365
1.0,0.1215,0.376,0.375,0.495,0.273,0.457,0.12,0.589,0.1405,I,0.3075
1.0,0.1085,0.657,0.365,0.5,0.946,0.382,0.13,0.5945,0.1535,M,0.309
1.0,0.12300000000000001,0.852,0.375,0.5,0.047,0.247,0.12,0.529,0.16,I,0.2235
1.0,0.1615,0.909,0.4,0.52,0.703,0.367,0.105,0.872,0.1985,M,0.4515
0.0,0.142,0.52,0.395,0.52,0.516,0.687,0.145,0.77,0.1895,I,0.424
1.0,0.18,0.817,0.43,0.525,0.021,0.635,0.135,0.8435,0.1815,F,0.4325
0.0,0.1715,0.318,0.405,0.535,0.368,0.157,0.14,0.818,0.18899999999999997,M,0.402
1.0,0.1805,0.868,0.42,0.54,0.441,0.435,0.14,0.8035,0.21,F,0.38
1.0,0.1875,0.253,0.415,0.54,0.336,0.596,0.15,0.8115,0.2035,F,0.3875
1.0,0.1745,0.076,0.425,0.57,0.01,0.689,0.13,0.782,0.1965,F,0.3695
1.0,0.165,0.053,0.42,0.57,0.822,0.472,0.14,0.8745,0.25,M,0.41600000000000004
1.0,0.201,0.558,0.445,0.58,0.6,0.425,0.16,0.9840000000000001,0.27,M,0.49
1.0,0.182,0.269,0.445,0.58,0.999,0.118,0.135,0.95,0.2325,F,0.484
1.0,0.233,0.05,0.47,0.59,0.095,0.665,0.155,1.1735,0.2595,M,0.6245
1.0,0.2055,0.005,0.455,0.59,0.075,0.007,0.15,0.976,0.2765,F,0.465
1.0,0.2435,0.818,0.485,0.59,0.963,0.302,0.155,1.0785,0.31,M,0.4535
1.0,0.22399999999999998,0.57,0.435,0.595,0.155,0.019,0.16,1.057,0.31,M,0.4255
1.0,0.256,0.558,0.475,0.6,0.437,0.705,0.175,1.11,0.285,M,0.5105
1.0,0.225,0.969,0.45,0.6,0.197,0.242,0.16,1.1420000000000001,0.307,M,0.539
1.0,0.247,0.297,0.475,0.605,0.917,0.011,0.19,1.1255,0.26,M,0.59
1.0,0.25,0.971,0.48,0.62,0.526,0.312,0.17,1.1045,0.287,F,0.535
1.0,0.28300000000000003,0.825,0.475,0.625,0.914,0.96,0.175,1.3405,0.337,M,0.6559999999999999
1.0,0.2045,0.9,0.5,0.625,0.183,0.935,0.13,1.082,0.25,M,0.5785
1.0,0.259,0.965,0.485,0.625,0.848,0.891,0.16,1.254,0.3485,F,0.591
1.0,0.273,0.248,0.49,0.63,0.995,0.593,0.165,1.2005,0.294,M,0.575
1.0,0.275,0.446,0.485,0.63,0.426,0.774,0.16,1.2429999999999999,0.3,M,0.623
1.0,0.295,0.804,0.51,0.635,0.57,0.012,0.185,1.286,0.4105,F,0.526
1.0,0.3155,0.542,0.49,0.645,0.529,0.908,0.16,1.1665,0.299,F,0.4935
1.0,0.289,0.254,0.49,0.645,0.065,0.852,0.16,1.1440000000000001,0.319,F,0.5015
1.0,0.3095,0.209,0.525,0.65,0.426,0.346,0.19,1.385,0.405,F,0.8875
1.0,0.34600000000000003,0.614,0.515,0.655,0.573,0.602,0.155,1.3090000000000002,0.385,F,0.524
1.0,0.2635,0.481,0.515,0.655,0.433,0.747,0.17,1.527,0.331,F,0.8485
1.0,0.3575,0.545,0.515,0.665,0.953,0.304,0.19,1.6385,0.371,M,0.831
1.0,0.363,0.07,0.54,0.695,0.278,0.085,0.195,1.6909999999999998,0.4755,M,0.768
1.0,0.40700000000000003,0.441,0.565,0.72,0.77,0.969,0.18,1.719,0.3875,F,0.8465
1.0,0.325,0.4,0.55,0.72,0.233,0.414,0.18,1.52,0.435,F,0.637
1.0,0.3255,0.3,0.565,0.72,0.269,0.471,0.17,1.6130000000000002,0.4945,F,0.723
1.0,0.46299999999999997,0.035,0.57,0.735,0.742,0.15,0.21,2.2355,0.5315,M,1.1705
1.0,0.5115,0.514,0.595,0.74,0.016,0.978,0.19,2.3235,0.505,M,1.1495
0.0,0.0265,0.132,0.23,0.31,0.337,0.59,0.07,0.1245,0.038,I,0.0505
0.0,0.027999999999999997,0.658,0.235,0.315,0.122,0.1,0.075,0.1285,0.0405,I,0.051
0.0,0.034,0.876,0.205,0.32,0.135,0.307,0.08,0.18100000000000002,0.0495,I,0.08800000000000001
0.0,0.0305,0.247,0.25,0.325,0.171,0.134,0.075,0.1585,0.0455,I,0.075
0.0,0.040999999999999995,0.284,0.26,0.335,0.382,0.753,0.09,0.1965,0.055999999999999994,I,0.0875
0.0,0.0455,0.29,0.28,0.37,0.405,0.597,0.085,0.198,0.057999999999999996,I,0.0805
0.0,0.0425,0.071,0.27,0.37,0.749,0.391,0.09,0.1855,0.065,I,0.07
0.0,0.0485,0.637,0.28,0.375,0.411,0.556,0.085,0.2145,0.07200000000000001,I,0.0855
1.0,0.073,0.362,0.315,0.4,0.874,0.819,0.09,0.3245,0.08800000000000001,I,0.151
0.0,0.0515,0.287,0.305,0.41,0.087,0.808,0.095,0.2625,0.09,I,0.1
1.0,0.0865,0.901,0.34,0.425,0.666,0.107,0.1,0.371,0.115,I,0.15
