Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
2004,AK,Electric Utility,Coal,336 473,30,407
2004,AK,Electric Utility,Natural Gas,2 012 218,10,5 600
2004,AK,Electric Utility,Petroleum,595 391,2 088,6 180
2004,AK,Industrial Cogen,All Sources,811 734,33,9 905
2004,AK,Industrial Cogen,Natural Gas,790 768,4,9 493
2004,AK,Industrial Cogen,Petroleum,20 966,29,412
2004,AK,Industrial Non-Cogen,All Sources,22 109,31,622
2004,AK,Industrial Non-Cogen,Other Biomass,0,0,179
2004,AK,Industrial Non-Cogen,Petroleum,22 109,31,443
2004,AK,IPP NAICS-22 Cogen,All Sources,276 132,1 203,1 241
2004,AK,IPP NAICS-22 Cogen,Coal,276 132,1 203,1 241
2004,AK,Total Electric Power Industry,All Sources,4 777 493,4 346,24 879
2004,AK,Total Electric Power Industry,Coal,1 318 193,2 134,2 463
2004,AK,Total Electric Power Industry,Natural Gas,2 802 986,14,15 093
2004,AK,Total Electric Power Industry,Other Biomass,0,0,179
2004,AK,Total Electric Power Industry,Petroleum,656 314,2 197,7 144
2004,AL,Electric Utility,All Sources,74 321 805,374 146,123 504
2004,AL,Electric Utility,Coal,70 771 029,373 929,118 389
2004,AL,Electric Utility,Natural Gas,3 452 630,18,4 951
2004,AL,Electric Utility,Other Gases,0,0,16
2004,AL,Electric Utility,Other Biomass,0,0,1
2004,AL,Electric Utility,Petroleum,98 146,201,148
2004,AL,Industrial Cogen,All Sources,3 747 176,32 491,10 960
2004,AL,Industrial Cogen,Coal,1 172 161,9 170,1 324
2004,AL,Industrial Cogen,Natural Gas,1 408 313,11,3 384
2004,AL,Industrial Cogen,Other Gases,0,1,220
2004,AL,Industrial Cogen,Other Biomass,0,70,703
2004,AL,Industrial Cogen,Wood and Wood Derived Fuels,0,22 347,5 033
2004,AL,Industrial Cogen,Other,39 530,28,1
2004,AL,Industrial Cogen,Petroleum,1 127 172,864,294
2004,AL,Industrial Non-Cogen,All Sources,105 389,513,467
2004,AL,Industrial Non-Cogen,Coal,0,2,14
2004,AL,Industrial Non-Cogen,Natural Gas,105 389,0,74
2004,AL,Industrial Non-Cogen,Other Gases,0,22,276
2004,AL,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,488,101
2004,AL,Industrial Non-Cogen,Petroleum,0,0,2
2004,AL,IPP NAICS-22 Cogen,All Sources,735 651,1 634,1 089
2004,AL,IPP NAICS-22 Cogen,Coal,232 246,1 586,490
2004,AL,IPP NAICS-22 Cogen,Natural Gas,503 405,3,203
2004,AL,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,45,396
2004,AL,IPP NAICS-22 Non-Cogen,All Sources,2 417 822,14,315
2004,AL,IPP NAICS-22 Non-Cogen,Natural Gas,2 414 158,12,307
2004,AL,IPP NAICS-22 Non-Cogen,Petroleum,3 664,2,7
2004,AL,Total Electric Power Industry,All Sources,81 327 843,408 798,136 335
2004,AL,Total Electric Power Industry,Coal,72 175 436,384 687,120 217
2004,AL,Total Electric Power Industry,Natural Gas,7 883 895,44,8 919
2004,AL,Total Electric Power Industry,Other Gases,0,23,512
2004,AL,Total Electric Power Industry,Other Biomass,0,70,704
2004,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,22 880,5 530
2004,AL,Total Electric Power Industry,Other,39 530,28,1
2004,AL,Total Electric Power Industry,Petroleum,1 228 982,1 067,451
2004,AR,Commercial Non-Cogen,All Sources,1 062,0,271
2004,AR,Commercial Non-Cogen,Natural Gas,1 062,0,25
2004,AR,Commercial Non-Cogen,Other Biomass,0,0,246
2004,AR,Electric Utility,All Sources,25 809 145,73 908,35 948
2004,AR,Electric Utility,Coal,25 271 273,70 912,35 071
2004,AR,Electric Utility,Natural Gas,142 469,1,252
2004,AR,Electric Utility,Petroleum,395 403,2 995,624
2004,AR,Industrial Cogen,All Sources,981 638,13 191,6 841
2004,AR,Industrial Cogen,Coal,343 993,283,1 461
2004,AR,Industrial Cogen,Natural Gas,470 716,1,915
2004,AR,Industrial Cogen,Other Biomass,0,6,11
2004,AR,Industrial Cogen,Wood and Wood Derived Fuels,0,12 681,4 256
2004,AR,Industrial Cogen,Other,2 324,0,0
2004,AR,Industrial Cogen,Petroleum,164 605,222,197
2004,AR,IPP NAICS-22 Cogen,All Sources,789 188,33,476
2004,AR,IPP NAICS-22 Cogen,Natural Gas,789 188,6,242
2004,AR,IPP NAICS-22 Cogen,Other Biomass,0,27,234
2004,AR,IPP NAICS-22 Non-Cogen,All Sources,1 262 995,11,731
2004,AR,IPP NAICS-22 Non-Cogen,Natural Gas,1 262 995,11,731
2004,AR,Total Electric Power Industry,All Sources,28 844 028,87 143,44 267
2004,AR,Total Electric Power Industry,Coal,25 615 266,71 195,36 532
2004,AR,Total Electric Power Industry,Natural Gas,2 666 430,19,2 165
2004,AR,Total Electric Power Industry,Other Biomass,0,33,491
2004,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,12 681,4 256
2004,AR,Total Electric Power Industry,Other,2 324,0,0
2004,AR,Total Electric Power Industry,Petroleum,560 008,3 217,821
2004,AZ,Commercial Cogen,All Sources,39 853,0,168
2004,AZ,Commercial Cogen,Natural Gas,39 853,0,168
2004,AZ,Commercial Non-Cogen,All Sources,38,0,1
2004,AZ,Commercial Non-Cogen,Natural Gas,18,0,0
2004,AZ,Commercial Non-Cogen,Petroleum,20,0,0
2004,AZ,Electric Utility,All Sources,42 283 816,54 730,75 187
2004,AZ,Electric Utility,Coal,39 028 489,54 678,72 240
2004,AZ,Electric Utility,Natural Gas,3 216 334,29,2 698
2004,AZ,Electric Utility,Other Biomass,0,0,206
2004,AZ,Electric Utility,Petroleum,38 993,22,44
2004,AZ,Industrial Cogen,All Sources,780 255,152,1 195
2004,AZ,Industrial Cogen,Coal,774 167,151,1 161
2004,AZ,Industrial Cogen,Natural Gas,4 881,0,25
2004,AZ,Industrial Cogen,Petroleum,1 207,1,9
2004,AZ,IPP NAICS-22 Cogen,All Sources,742 607,4,505
2004,AZ,IPP NAICS-22 Cogen,Natural Gas,742 607,4,505
2004,AZ,IPP NAICS-22 Non-Cogen,All Sources,9 053 418,39,979
2004,AZ,IPP NAICS-22 Non-Cogen,Natural Gas,9 053 418,39,979
2004,AZ,Total Electric Power Industry,All Sources,52 899 987,54 925,78 035
2004,AZ,Total Electric Power Industry,Coal,39 802 656,54 829,73 401
2004,AZ,Total Electric Power Industry,Natural Gas,13 057 111,72,4 375
2004,AZ,Total Electric Power Industry,Other Biomass,0,0,206
2004,AZ,Total Electric Power Industry,Petroleum,40 220,23,53
2004,CA,Commercial Cogen,All Sources,1 316 323,7,9 112
2004,CA,Commercial Cogen,Natural Gas,1 315 590,6,5 650
2004,CA,Commercial Cogen,Other Biomass,0,1,3 454
2004,CA,Commercial Cogen,Petroleum,733,0,7
2004,CA,Commercial Non-Cogen,All Sources,0,0,1 016
2004,CA,Commercial Non-Cogen,Other Biomass,0,0,1 016
2004,CA,Electric Utility,All Sources,5 653 821,74,2 188
2004,CA,Electric Utility,Geothermal,27 058,0,0
2004,CA,Electric Utility,Natural Gas,5 577 851,34,1 671
2004,CA,Electric Utility,Other Biomass,0,3,9
2004,CA,Electric Utility,Petroleum,48 912,37,508
2004,CA,Industrial Cogen,All Sources,11 634 792,18 364,33 383
2004,CA,Industrial Cogen,Coal,1 848 572,1 345,1 919
2004,CA,Industrial Cogen,Natural Gas,8 957 234,57,25 301
2004,CA,Industrial Cogen,Other Gases,0,9,2 482
2004,CA,Industrial Cogen,Other Biomass,0,1,15
2004,CA,Industrial Cogen,Wood and Wood Derived Fuels,0,1 388,1 036
2004,CA,Industrial Cogen,Other,0,0,12
2004,CA,Industrial Cogen,Petroleum,828 986,15 563,2 619
2004,CA,Industrial Non-Cogen,All Sources,155 825,77,1 088
2004,CA,Industrial Non-Cogen,Natural Gas,155 825,0,434
2004,CA,Industrial Non-Cogen,Other Gases,0,0,27
2004,CA,Industrial Non-Cogen,Other Biomass,0,0,47
2004,CA,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,77,580
2004,CA,IPP NAICS-22 Cogen,All Sources,14 879 225,3 208,29 097
2004,CA,IPP NAICS-22 Cogen,Coal,2 101 331,1 141,1 215
2004,CA,IPP NAICS-22 Cogen,Natural Gas,11 729 376,55,26 609
2004,CA,IPP NAICS-22 Cogen,Other Gases,239,0,82
2004,CA,IPP NAICS-22 Cogen,Other Biomass,0,0,631
2004,CA,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,27,164
2004,CA,IPP NAICS-22 Cogen,Other,206 147,9,19
2004,CA,IPP NAICS-22 Cogen,Petroleum,842 132,1 977,377
2004,CA,IPP NAICS-22 Non-Cogen,All Sources,26 529 599,581,22 348
2004,CA,IPP NAICS-22 Non-Cogen,Geothermal,309 629,0,0
2004,CA,IPP NAICS-22 Non-Cogen,Natural Gas,24 803 125,114,10 616
2004,CA,IPP NAICS-22 Non-Cogen,Other Biomass,0,18,7 809
2004,CA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,215,1 733
2004,CA,IPP NAICS-22 Non-Cogen,Other,145 825,31,1 215
2004,CA,IPP NAICS-22 Non-Cogen,Petroleum,1 271 020,199,977
2004,CA,Total Electric Power Industry,All Sources,60 169 585,22 311,98 232
2004,CA,Total Electric Power Industry,Coal,3 949 903,2 486,3 134
2004,CA,Total Electric Power Industry,Geothermal,336 687,0,0
2004,CA,Total Electric Power Industry,Natural Gas,52 539 001,266,70 281
2004,CA,Total Electric Power Industry,Other Gases,239,9,2 591
2004,CA,Total Electric Power Industry,Other Biomass,0,23,12 981
2004,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1 707,3 513
2004,CA,Total Electric Power Industry,Other,351 972,40,1 246
2004,CA,Total Electric Power Industry,Petroleum,2 991 783,17 776,4 488
2004,CO,Commercial Cogen,All Sources,69 266,0,197
2004,CO,Commercial Cogen,Natural Gas,69 206,0,196
2004,CO,Commercial Cogen,Petroleum,60,0,0
2004,CO,Electric Utility,All Sources,37 243 155,56 452,60 284
2004,CO,Electric Utility,Coal,35 569 469,56 434,59 662
2004,CO,Electric Utility,Natural Gas,1 660 164,9,546
2004,CO,Electric Utility,Other Gases,882,0,0
2004,CO,Electric Utility,Petroleum,12 640,9,79
2004,CO,Industrial Cogen,All Sources,254 791,1,602
2004,CO,Industrial Cogen,Natural Gas,254 517,1,599
2004,CO,Industrial Cogen,Petroleum,274,0,3
2004,CO,IPP NAICS-22 Cogen,All Sources,1 394 699,2 537,4 867
2004,CO,IPP NAICS-22 Cogen,Coal,664 499,2 532,1 807
2004,CO,IPP NAICS-22 Cogen,Natural Gas,728 485,3,1 941
2004,CO,IPP NAICS-22 Cogen,Other Biomass,0,0,1 118
2004,CO,IPP NAICS-22 Cogen,Petroleum,1 715,1,0
2004,CO,IPP NAICS-22 Non-Cogen,All Sources,2 218 534,13,955
2004,CO,IPP NAICS-22 Non-Cogen,Natural Gas,2 218 204,11,955
2004,CO,IPP NAICS-22 Non-Cogen,Petroleum,330,1,0
2004,CO,Total Electric Power Industry,All Sources,41 180 445,59 003,66 905
2004,CO,Total Electric Power Industry,Coal,36 233 968,58 966,61 469
2004,CO,Total Electric Power Industry,Natural Gas,4 930 576,24,4 237
2004,CO,Total Electric Power Industry,Other Gases,882,0,0
2004,CO,Total Electric Power Industry,Other Biomass,0,0,1 118
2004,CO,Total Electric Power Industry,Petroleum,15 019,11,82
2004,CT,Commercial Cogen,All Sources,45 653,3,130
2004,CT,Commercial Cogen,Natural Gas,43 650,0,119
2004,CT,Commercial Cogen,Petroleum,2 003,3,11
2004,CT,Electric Utility,All Sources,9 767,1,12
2004,CT,Electric Utility,Petroleum,9 767,1,12
2004,CT,Industrial Cogen,All Sources,413 034,674,391
2004,CT,Industrial Cogen,Natural Gas,104 781,0,24
2004,CT,Industrial Cogen,Petroleum,308 253,673,368
2004,CT,IPP NAICS-22 Cogen,All Sources,1 803 654,85,673
2004,CT,IPP NAICS-22 Cogen,Coal,1 546 391,78,435
2004,CT,IPP NAICS-22 Cogen,Natural Gas,250 260,1,227
2004,CT,IPP NAICS-22 Cogen,Petroleum,7 003,6,11
2004,CT,IPP NAICS-22 Non-Cogen,All Sources,8 133 938,5 758,8 086
2004,CT,IPP NAICS-22 Non-Cogen,Coal,2 653 680,2 505,1 995
2004,CT,IPP NAICS-22 Non-Cogen,Natural Gas,2 922 282,11,371
2004,CT,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,222
2004,CT,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,0,6
2004,CT,IPP NAICS-22 Non-Cogen,Other,1 199 828,212,3 792
2004,CT,IPP NAICS-22 Non-Cogen,Petroleum,1 358 148,3 028,1 702
2004,CT,Total Electric Power Industry,All Sources,10 406 046,6 521,9 292
2004,CT,Total Electric Power Industry,Coal,4 200 071,2 583,2 430
2004,CT,Total Electric Power Industry,Natural Gas,3 320 973,12,741
2004,CT,Total Electric Power Industry,Other Biomass,0,0,222
2004,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,6
2004,CT,Total Electric Power Industry,Other,1 199 828,212,3 792
2004,CT,Total Electric Power Industry,Petroleum,1 685 174,3 711,2 104
2004,DC,IPP NAICS-22 Non-Cogen,All Sources,56 473,157,170
2004,DC,IPP NAICS-22 Non-Cogen,Petroleum,56 473,157,170
2004,DC,Total Electric Power Industry,All Sources,56 473,157,170
2004,DC,Total Electric Power Industry,Petroleum,56 473,157,170
2004,DE,Electric Utility,All Sources,13 725,4,31
2004,DE,Electric Utility,Natural Gas,7 491,0,1
2004,DE,Electric Utility,Petroleum,6 234,4,30
2004,DE,Industrial Cogen,All Sources,578 986,3 370,3 148
2004,DE,Industrial Cogen,Coal,283 231,3 268,337
2004,DE,Industrial Cogen,Natural Gas,98 940,0,0
2004,DE,Industrial Cogen,Other Gases,0,9,1 633
2004,DE,Industrial Cogen,Petroleum,196 815,93,1 177
2004,DE,IPP NAICS-22 Cogen,All Sources,164 707,0,367
2004,DE,IPP NAICS-22 Cogen,Coal,153 028,0,336
2004,DE,IPP NAICS-22 Cogen,Natural Gas,10 810,0,22
2004,DE,IPP NAICS-22 Cogen,Petroleum,869,0,8
2004,DE,IPP NAICS-22 Non-Cogen,All Sources,5 836 251,31 284,9 447
2004,DE,IPP NAICS-22 Non-Cogen,Coal,4 554 947,29 364,7 759
2004,DE,IPP NAICS-22 Non-Cogen,Natural Gas,696 669,0,695
2004,DE,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,71
2004,DE,IPP NAICS-22 Non-Cogen,Petroleum,584 635,1 919,922
2004,DE,Total Electric Power Industry,All Sources,6 593 669,34 658,12 993
2004,DE,Total Electric Power Industry,Coal,4 991 206,32 632,8 432
2004,DE,Total Electric Power Industry,Natural Gas,813 910,0,718
2004,DE,Total Electric Power Industry,Other Gases,0,9,1 633
2004,DE,Total Electric Power Industry,Other Biomass,0,1,71
2004,DE,Total Electric Power Industry,Petroleum,788 553,2 016,2 137
2004,FL,Commercial Cogen,All Sources,54 136,0,1 140
2004,FL,Commercial Cogen,Natural Gas,54 136,0,164
2004,FL,Commercial Cogen,Other Biomass,0,0,976
2004,FL,Electric Utility,All Sources,115 534 259,400 222,217 403
2004,FL,Electric Utility,Coal,57 684 588,226 266,132 856
2004,FL,Electric Utility,Natural Gas,27 739 709,128,24 215
2004,FL,Electric Utility,Other Biomass,0,0,199
2004,FL,Electric Utility,Other,4 796,0,0
2004,FL,Electric Utility,Petroleum,30 105 166,173 824,60 136
2004,FL,Industrial Cogen,All Sources,2 828 419,30 480,13 684
2004,FL,Industrial Cogen,Coal,1 001 954,4 754,1 503
2004,FL,Industrial Cogen,Natural Gas,973 117,4,2 358
2004,FL,Industrial Cogen,Other Gases,0,11,1 940
2004,FL,Industrial Cogen,Other Biomass,0,60,952
2004,FL,Industrial Cogen,Wood and Wood Derived Fuels,0,13 565,4 597
2004,FL,Industrial Cogen,Other,0,0,210
2004,FL,Industrial Cogen,Petroleum,853 348,12 087,2 124
2004,FL,Industrial Non-Cogen,All Sources,1 802,0,71
2004,FL,Industrial Non-Cogen,Natural Gas,1 802,0,5
2004,FL,Industrial Non-Cogen,Other,0,0,66
2004,FL,IPP NAICS-22 Cogen,All Sources,6 637 626,4 690,7 057
2004,FL,IPP NAICS-22 Cogen,Coal,4 980 849,4 531,3 216
2004,FL,IPP NAICS-22 Cogen,Natural Gas,1 640 539,8,1 635
2004,FL,IPP NAICS-22 Cogen,Other Biomass,0,35,297
2004,FL,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,76,375
2004,FL,IPP NAICS-22 Cogen,Other,0,37,1 522
2004,FL,IPP NAICS-22 Cogen,Petroleum,16 238,2,11
2004,FL,IPP NAICS-22 Non-Cogen,All Sources,6 062 986,7 717,11 073
2004,FL,IPP NAICS-22 Non-Cogen,Natural Gas,2 679 492,20,621
2004,FL,IPP NAICS-22 Non-Cogen,Other Gases,58,0,0
2004,FL,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,363
2004,FL,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,23,386
2004,FL,IPP NAICS-22 Non-Cogen,Other,2 411 461,861,7 855
2004,FL,IPP NAICS-22 Non-Cogen,Petroleum,971 975,6 814,1 847
2004,FL,Total Electric Power Industry,All Sources,131 119 228,443 109,250 428
2004,FL,Total Electric Power Industry,Coal,63 667 391,235 551,137 575
2004,FL,Total Electric Power Industry,Natural Gas,33 088 795,160,28 998
2004,FL,Total Electric Power Industry,Other Gases,58,11,1 940
2004,FL,Total Electric Power Industry,Other Biomass,0,96,2 787
2004,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,13 664,5 358
2004,FL,Total Electric Power Industry,Other,2 416 257,898,9 653
2004,FL,Total Electric Power Industry,Petroleum,31 946 727,192 727,64 118
2004,GA,Commercial Cogen,All Sources,34,0,1
2004,GA,Commercial Cogen,Petroleum,34,0,1
2004,GA,Commercial Non-Cogen,All Sources,2 166,3,43
2004,GA,Commercial Non-Cogen,Petroleum,2 166,3,43
2004,GA,Electric Utility,All Sources,75 589 661,496 642,91 135
2004,GA,Electric Utility,Coal,74 544 037,495 852,90 357
2004,GA,Electric Utility,Natural Gas,898 903,5,543
2004,GA,Electric Utility,Petroleum,146 721,786,238
2004,GA,Industrial Cogen,All Sources,5 553 092,85 956,20 659
2004,GA,Industrial Cogen,Coal,3 150 628,28 363,6 939
2004,GA,Industrial Cogen,Natural Gas,417 899,0,518
2004,GA,Industrial Cogen,Other Biomass,0,30,304
2004,GA,Industrial Cogen,Wood and Wood Derived Fuels,0,25 326,9 132
2004,GA,Industrial Cogen,Other,149 688,177,61
2004,GA,Industrial Cogen,Petroleum,1 834 877,32 057,3 704
2004,GA,Industrial Non-Cogen,All Sources,414,1 842,562
2004,GA,Industrial Non-Cogen,Natural Gas,3,0,5
2004,GA,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,1 241,435
2004,GA,Industrial Non-Cogen,Other,0,151,30
2004,GA,Industrial Non-Cogen,Petroleum,411,451,92
2004,GA,IPP NAICS-22 Cogen,All Sources,36 848,0,7
2004,GA,IPP NAICS-22 Cogen,Natural Gas,36 848,0,7
2004,GA,IPP NAICS-22 Non-Cogen,All Sources,1 579 568,10,2 439
2004,GA,IPP NAICS-22 Non-Cogen,Natural Gas,1 576 861,7,2 200
2004,GA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,227
2004,GA,IPP NAICS-22 Non-Cogen,Petroleum,2 707,2,11
2004,GA,Total Electric Power Industry,All Sources,82 761 783,584 453,114 846
2004,GA,Total Electric Power Industry,Coal,77 694 665,524 215,97 296
2004,GA,Total Electric Power Industry,Natural Gas,2 930 514,12,3 273
2004,GA,Total Electric Power Industry,Other Biomass,0,30,531
2004,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,26 567,9 567
2004,GA,Total Electric Power Industry,Other,149 688,328,91
2004,GA,Total Electric Power Industry,Petroleum,1 986 916,33 299,4 089
2004,HI,Commercial Non-Cogen,All Sources,194 065,0,0
2004,HI,Commercial Non-Cogen,Other,192 615,0,0
2004,HI,Commercial Non-Cogen,Petroleum,1 450,0,0
2004,HI,Electric Utility,All Sources,5 763 069,17 448,19 187
2004,HI,Electric Utility,Petroleum,5 763 069,17 448,19 187
2004,HI,Industrial Cogen,All Sources,194 425,841,1 192
2004,HI,Industrial Cogen,Other Gases,0,0,84
2004,HI,Industrial Cogen,Other Biomass,0,5,82
2004,HI,Industrial Cogen,Petroleum,194 425,834,1 026
2004,HI,IPP NAICS-22 Cogen,All Sources,3 045 530,5 562,8 144
2004,HI,IPP NAICS-22 Cogen,Coal,1 739 171,1 426,1 371
2004,HI,IPP NAICS-22 Cogen,Other Biomass,0,55,482
2004,HI,IPP NAICS-22 Cogen,Other,20 002,20,9
2004,HI,IPP NAICS-22 Cogen,Petroleum,1 286 357,4 059,6 282
2004,HI,IPP NAICS-22 Non-Cogen,All Sources,5 480,20,923
2004,HI,IPP NAICS-22 Non-Cogen,Geothermal,5 480,0,0
2004,HI,IPP NAICS-22 Non-Cogen,Other,0,20,924
2004,HI,Total Electric Power Industry,All Sources,9 202 569,23 871,29 446
2004,HI,Total Electric Power Industry,Coal,1 739 171,1 426,1 371
2004,HI,Total Electric Power Industry,Geothermal,5 480,0,0
2004,HI,Total Electric Power Industry,Other Gases,0,0,84
2004,HI,Total Electric Power Industry,Other Biomass,0,60,564
2004,HI,Total Electric Power Industry,Other,212 617,40,933
2004,HI,Total Electric Power Industry,Petroleum,7 245 301,22 341,26 495
2004,IA,Commercial Cogen,All Sources,676 240,3 660,1 662
2004,IA,Commercial Cogen,Coal,626 232,2 830,789
2004,IA,Commercial Cogen,Natural Gas,23 427,0,125
2004,IA,Commercial Cogen,Other Biomass,0,0,659
2004,IA,Commercial Cogen,Petroleum,26 581,829,89
2004,IA,Electric Utility,All Sources,37 433 501,116 900,70 264
2004,IA,Electric Utility,Coal,36 866 715,116 755,69 019
2004,IA,Electric Utility,Natural Gas,439 682,5,605
2004,IA,Electric Utility,Other Biomass,0,0,8
2004,IA,Electric Utility,Other,17 207,26,71
2004,IA,Electric Utility,Petroleum,109 897,113,556
2004,IA,Industrial Cogen,All Sources,3 771 428,13 567,6 208
2004,IA,Industrial Cogen,Coal,3 767 822,13 564,5 880
2004,IA,Industrial Cogen,Natural Gas,3 577,1,327
2004,IA,Industrial Cogen,Petroleum,29,0,1
2004,IA,IPP NAICS-22 Cogen,All Sources,0,1 829,452
2004,IA,IPP NAICS-22 Cogen,Coal,0,1 829,452
2004,IA,IPP NAICS-22 Non-Cogen,All Sources,2 129,2,701
2004,IA,IPP NAICS-22 Non-Cogen,Natural Gas,16,0,0
2004,IA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,661
2004,IA,IPP NAICS-22 Non-Cogen,Petroleum,2 113,2,40
2004,IA,Total Electric Power Industry,All Sources,41 883 298,135 958,79 287
2004,IA,Total Electric Power Industry,Coal,41 260 769,134 978,76 140
2004,IA,Total Electric Power Industry,Natural Gas,466 702,6,1 057
2004,IA,Total Electric Power Industry,Other Biomass,0,0,1 328
2004,IA,Total Electric Power Industry,Other,17 207,26,71
2004,IA,Total Electric Power Industry,Petroleum,138 620,944,686
2004,ID,Electric Utility,All Sources,20 151,0,14
